k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision Accuracy(\%),Overall Accuracy(\%),
14,0.000,Wild Pig,16-23,1,16,0,17,5.882,5.882,
14,0.000,Wild Pig,23-5,0,10,0,10,0.000,0.000,
14,0.000,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
14,0.000,Pennington Creek Water,23-5,0,465,0,465,0.000,0.000,
14,0.000,Guinni,16-23,0,0,0,0,NaN,NaN,
14,0.000,Guinni,23-5,0,2,0,2,0.000,0.000,
14,0.000,Racoon,16-23,0,2,0,2,0.000,0.000,
14,0.000,Racoon,23-5,0,3,0,3,0.000,0.000,
14,0.000,Hu,16-23,23,6,0,29,79.310,79.310,
14,0.000,Hu,23-5,19,12,0,31,61.290,61.290,
14,0.000,Cw and Dg,16-23,9,21,0,30,30.000,30.000,
14,0.000,Cw and Dg,23-5,19,11,0,30,63.333,63.333,
14,0.000,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.000,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
14,0.000,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
14,0.000,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
14,0.000,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
14,0.000,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
14,0.000,Dg,16-23,7,23,0,30,23.333,23.333,
14,0.000,Dg,23-5,27,3,0,30,90.000,90.000,
14,0.000,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
14,0.000,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
14,0.000,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
14,0.000,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
14,0.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.000,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
14,0.000,cougar,16-23,0,1,0,1,0.000,0.000,
14,0.000,cougar,23-5,0,1,0,1,0.000,0.000,
14,0.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
14,0.000,Ocean Water,23-5,0,10,0,10,0.000,0.000,
14,0.000,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
14,0.000,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
14,0.000,Dog,16-23,52,86,0,138,37.681,37.681,
14,0.000,Dog,23-5,84,105,0,189,44.444,44.444,
14,0.000,Human,16-23,1676,200,0,1876,89.339,89.339,
14,0.000,Human,23-5,2143,184,0,2327,92.093,92.093,
14,0.000,Wild Turkey,16-23,1,45,0,46,2.174,2.174,
14,0.000,Wild Turkey,23-5,0,39,0,39,0.000,0.000,
14,0.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.000,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
14,0.000,Seagull,16-23,0,0,0,0,NaN,NaN,
14,0.000,Seagull,23-5,3,64,0,67,4.478,4.478,
14,0.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
14,0.000,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
14,0.000,Pigeon,16-23,21,219,0,240,8.750,8.750,
14,0.000,Pigeon,23-5,65,226,0,291,22.337,22.337,
14,0.000,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
14,0.000,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
14,0.000,Cat,16-23,16,37,0,53,30.189,30.189,
14,0.000,Cat,23-5,16,47,0,63,25.397,25.397,
14,0.000,Horse,16-23,5,41,0,46,10.870,10.870,
14,0.000,Horse,23-5,20,67,0,87,22.989,22.989,
14,0.000,orangutan,16-23,0,1,0,1,0.000,0.000,
14,0.000,orangutan,23-5,0,1,0,1,0.000,0.000,
14,0.000,Bat,16-23,36,1,0,37,97.297,97.297,
14,0.000,Bat,23-5,37,1,0,38,97.368,97.368,
14,0.000,Deer,16-23,11,10,0,21,52.381,52.381,
14,0.000,Deer,23-5,16,6,0,22,72.727,72.727,
14,0.000,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
14,0.000,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
14,0.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
14,0.000,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
14,0.000,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
14,0.000,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
14,0.000,Human UTI,16-23,73,66,0,139,52.518,52.518,
14,0.000,Human UTI,23-5,95,46,0,141,67.376,67.376,
14,0.000,unknown,16-23,0,11,0,11,0.000,0.000,
14,0.000,unknown,23-5,0,11,0,11,0.000,0.000,
14,0.000,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
14,0.000,SLO Creek Water,23-5,0,1332,0,1332,0.000,0.000,
14,0.000,Pig/Swine,16-23,4,22,0,26,15.385,15.385,
14,0.000,Pig/Swine,23-5,7,18,0,25,28.000,28.000,
14,0.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
14,0.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
14,0.000,Hu Cw and Dg,16-23,20,10,0,30,66.667,66.667,
14,0.000,Hu Cw and Dg,23-5,14,16,0,30,46.667,46.667,
14,0.000,Ground Squirrel,16-23,75,99,0,174,43.103,43.103,
14,0.000,Ground Squirrel,23-5,79,98,0,177,44.633,44.633,
14,0.000,Opossum,16-23,0,6,0,6,0.000,0.000,
14,0.000,Opossum,23-5,0,6,0,6,0.000,0.000,
14,0.000,Cow,16-23,1540,249,0,1789,86.082,86.082,
14,0.000,Cow,23-5,1501,278,0,1779,84.373,84.373,
14,0.000,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
14,0.000,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
14,0.000,OVERALL,16-23,3678,2670,0,6348,57.940,57.940,
14,0.000,OVERALL,23-5,4260,3350,0,7610,55.979,55.979,
14,0.500,Chicken,16-23,0,40,0,40,0.000,0.000,
14,0.500,Chicken,23-5,5,37,0,42,11.905,11.905,
14,0.500,Sea Lion,16-23,0,2,0,2,0.000,0.000,
14,0.500,Sea Lion,23-5,0,4,0,4,0.000,0.000,
14,0.500,Hu and Cw,16-23,21,9,0,30,70.000,70.000,
14,0.500,Hu and Cw,23-5,14,16,0,30,46.667,46.667,
14,0.500,Sheep,16-23,44,60,0,104,42.308,42.308,
14,0.500,Sheep,23-5,54,44,0,98,55.102,55.102,
14,0.500,Hu and Dg,16-23,22,10,0,32,68.750,68.750,
14,0.500,Hu and Dg,23-5,19,11,0,30,63.333,63.333,
14,0.500,Common Loon,16-23,0,2,0,2,0.000,0.000,
14,0.500,Common Loon,23-5,0,2,0,2,0.000,0.000,
14,0.500,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.500,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
14,0.500,Cw,16-23,17,13,0,30,56.667,56.667,
14,0.500,Cw,23-5,22,8,0,30,73.333,73.333,
14,0.500,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
14,0.500,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
14,0.500,Pig,16-23,4,33,0,37,10.811,10.811,
14,0.500,Pig,23-5,1,33,0,34,2.941,2.941,
14,0.500,Barn Owl,16-23,0,0,0,0,NaN,NaN,
14,0.500,Barn Owl,23-5,0,2,0,2,0.000,0.000,
14,0.500,Wild Pig,16-23,1,16,0,17,5.882,5.882,
14,0.500,Wild Pig,23-5,0,10,0,10,0.000,0.000,
14,0.500,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
14,0.500,Pennington Creek Water,23-5,0,465,0,465,0.000,0.000,
14,0.500,Guinni,16-23,0,0,0,0,NaN,NaN,
14,0.500,Guinni,23-5,0,2,0,2,0.000,0.000,
14,0.500,Racoon,16-23,0,2,0,2,0.000,0.000,
14,0.500,Racoon,23-5,0,3,0,3,0.000,0.000,
14,0.500,Hu,16-23,23,6,0,29,79.310,79.310,
14,0.500,Hu,23-5,19,12,0,31,61.290,61.290,
14,0.500,Cw and Dg,16-23,9,21,0,30,30.000,30.000,
14,0.500,Cw and Dg,23-5,19,11,0,30,63.333,63.333,
14,0.500,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.500,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
14,0.500,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
14,0.500,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
14,0.500,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
14,0.500,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
14,0.500,Dg,16-23,7,23,0,30,23.333,23.333,
14,0.500,Dg,23-5,27,3,0,30,90.000,90.000,
14,0.500,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
14,0.500,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
14,0.500,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
14,0.500,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
14,0.500,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.500,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
14,0.500,cougar,16-23,0,1,0,1,0.000,0.000,
14,0.500,cougar,23-5,0,1,0,1,0.000,0.000,
14,0.500,Ocean Water,16-23,0,0,0,0,NaN,NaN,
14,0.500,Ocean Water,23-5,0,10,0,10,0.000,0.000,
14,0.500,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
14,0.500,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
14,0.500,Dog,16-23,52,86,0,138,37.681,37.681,
14,0.500,Dog,23-5,84,105,0,189,44.444,44.444,
14,0.500,Human,16-23,1676,200,0,1876,89.339,89.339,
14,0.500,Human,23-5,2143,184,0,2327,92.093,92.093,
14,0.500,Wild Turkey,16-23,1,45,0,46,2.174,2.174,
14,0.500,Wild Turkey,23-5,0,39,0,39,0.000,0.000,
14,0.500,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.500,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
14,0.500,Seagull,16-23,0,0,0,0,NaN,NaN,
14,0.500,Seagull,23-5,3,64,0,67,4.478,4.478,
14,0.500,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
14,0.500,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
14,0.500,Pigeon,16-23,21,219,0,240,8.750,8.750,
14,0.500,Pigeon,23-5,65,226,0,291,22.337,22.337,
14,0.500,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
14,0.500,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
14,0.500,Cat,16-23,16,37,0,53,30.189,30.189,
14,0.500,Cat,23-5,16,47,0,63,25.397,25.397,
14,0.500,Horse,16-23,5,41,0,46,10.870,10.870,
14,0.500,Horse,23-5,20,67,0,87,22.989,22.989,
14,0.500,orangutan,16-23,0,1,0,1,0.000,0.000,
14,0.500,orangutan,23-5,0,1,0,1,0.000,0.000,
14,0.500,Bat,16-23,36,1,0,37,97.297,97.297,
14,0.500,Bat,23-5,37,1,0,38,97.368,97.368,
14,0.500,Deer,16-23,11,10,0,21,52.381,52.381,
14,0.500,Deer,23-5,16,6,0,22,72.727,72.727,
14,0.500,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
14,0.500,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
14,0.500,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
14,0.500,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
14,0.500,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
14,0.500,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
14,0.500,Human UTI,16-23,73,66,0,139,52.518,52.518,
14,0.500,Human UTI,23-5,95,46,0,141,67.376,67.376,
14,0.500,unknown,16-23,0,11,0,11,0.000,0.000,
14,0.500,unknown,23-5,0,11,0,11,0.000,0.000,
14,0.500,SLO Creek Water,16-23,0,876,0,876,0.000,0.000,
14,0.500,SLO Creek Water,23-5,0,1332,0,1332,0.000,0.000,
14,0.500,Pig/Swine,16-23,4,22,0,26,15.385,15.385,
14,0.500,Pig/Swine,23-5,7,18,0,25,28.000,28.000,
14,0.500,Klebsiella,16-23,0,0,0,0,NaN,NaN,
14,0.500,Klebsiella,23-5,0,0,0,0,NaN,NaN,
14,0.500,Hu Cw and Dg,16-23,20,10,0,30,66.667,66.667,
14,0.500,Hu Cw and Dg,23-5,14,16,0,30,46.667,46.667,
14,0.500,Ground Squirrel,16-23,75,99,0,174,43.103,43.103,
14,0.500,Ground Squirrel,23-5,79,98,0,177,44.633,44.633,
14,0.500,Opossum,16-23,0,6,0,6,0.000,0.000,
14,0.500,Opossum,23-5,0,6,0,6,0.000,0.000,
14,0.500,Cow,16-23,1540,249,0,1789,86.082,86.082,
14,0.500,Cow,23-5,1501,278,0,1779,84.373,84.373,
14,0.500,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
14,0.500,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
14,0.500,OVERALL,16-23,3678,2670,0,6348,57.940,57.940,
14,0.500,OVERALL,23-5,4260,3350,0,7610,55.979,55.979,
14,0.900,Chicken,16-23,0,40,0,40,0.000,0.000,
14,0.900,Chicken,23-5,5,37,0,42,11.905,11.905,
14,0.900,Sea Lion,16-23,0,2,0,2,0.000,0.000,
14,0.900,Sea Lion,23-5,0,4,0,4,0.000,0.000,
14,0.900,Hu and Cw,16-23,21,9,0,30,70.000,70.000,
14,0.900,Hu and Cw,23-5,14,16,0,30,46.667,46.667,
14,0.900,Sheep,16-23,44,60,0,104,42.308,42.308,
14,0.900,Sheep,23-5,54,44,0,98,55.102,55.102,
14,0.900,Hu and Dg,16-23,22,10,0,32,68.750,68.750,
14,0.900,Hu and Dg,23-5,19,11,0,30,63.333,63.333,
14,0.900,Common Loon,16-23,0,2,0,2,0.000,0.000,
14,0.900,Common Loon,23-5,0,2,0,2,0.000,0.000,
14,0.900,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.900,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
14,0.900,Cw,16-23,17,13,0,30,56.667,56.667,
14,0.900,Cw,23-5,22,8,0,30,73.333,73.333,
14,0.900,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
14,0.900,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
14,0.900,Pig,16-23,4,33,0,37,10.811,10.811,
14,0.900,Pig,23-5,1,33,0,34,2.941,2.941,
14,0.900,Barn Owl,16-23,0,0,0,0,NaN,NaN,
14,0.900,Barn Owl,23-5,0,2,0,2,0.000,0.000,
14,0.900,Wild Pig,16-23,1,16,0,17,5.882,5.882,
14,0.900,Wild Pig,23-5,0,10,0,10,0.000,0.000,
14,0.900,Pennington Creek Water,16-23,0,344,1,345,0.000,0.000,
14,0.900,Pennington Creek Water,23-5,0,461,4,465,0.000,0.000,
14,0.900,Guinni,16-23,0,0,0,0,NaN,NaN,
14,0.900,Guinni,23-5,0,2,0,2,0.000,0.000,
14,0.900,Racoon,16-23,0,2,0,2,0.000,0.000,
14,0.900,Racoon,23-5,0,3,0,3,0.000,0.000,
14,0.900,Hu,16-23,23,6,0,29,79.310,79.310,
14,0.900,Hu,23-5,19,12,0,31,61.290,61.290,
14,0.900,Cw and Dg,16-23,9,21,0,30,30.000,30.000,
14,0.900,Cw and Dg,23-5,19,11,0,30,63.333,63.333,
14,0.900,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.900,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
14,0.900,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
14,0.900,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
14,0.900,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
14,0.900,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
14,0.900,Dg,16-23,7,23,0,30,23.333,23.333,
14,0.900,Dg,23-5,27,3,0,30,90.000,90.000,
14,0.900,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
14,0.900,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
14,0.900,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
14,0.900,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
14,0.900,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.900,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
14,0.900,cougar,16-23,0,1,0,1,0.000,0.000,
14,0.900,cougar,23-5,0,1,0,1,0.000,0.000,
14,0.900,Ocean Water,16-23,0,0,0,0,NaN,NaN,
14,0.900,Ocean Water,23-5,0,10,0,10,0.000,0.000,
14,0.900,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
14,0.900,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
14,0.900,Dog,16-23,52,86,0,138,37.681,37.681,
14,0.900,Dog,23-5,84,105,0,189,44.444,44.444,
14,0.900,Human,16-23,1676,200,0,1876,89.339,89.339,
14,0.900,Human,23-5,2143,184,0,2327,92.093,92.093,
14,0.900,Wild Turkey,16-23,1,45,0,46,2.174,2.174,
14,0.900,Wild Turkey,23-5,0,39,0,39,0.000,0.000,
14,0.900,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.900,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
14,0.900,Seagull,16-23,0,0,0,0,NaN,NaN,
14,0.900,Seagull,23-5,3,64,0,67,4.478,4.478,
14,0.900,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
14,0.900,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
14,0.900,Pigeon,16-23,21,219,0,240,8.750,8.750,
14,0.900,Pigeon,23-5,65,226,0,291,22.337,22.337,
14,0.900,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
14,0.900,Pacific Ocean Water,23-5,0,50,0,50,0.000,0.000,
14,0.900,Cat,16-23,16,37,0,53,30.189,30.189,
14,0.900,Cat,23-5,16,47,0,63,25.397,25.397,
14,0.900,Horse,16-23,5,41,0,46,10.870,10.870,
14,0.900,Horse,23-5,20,67,0,87,22.989,22.989,
14,0.900,orangutan,16-23,0,1,0,1,0.000,0.000,
14,0.900,orangutan,23-5,0,1,0,1,0.000,0.000,
14,0.900,Bat,16-23,36,1,0,37,97.297,97.297,
14,0.900,Bat,23-5,37,1,0,38,97.368,97.368,
14,0.900,Deer,16-23,11,10,0,21,52.381,52.381,
14,0.900,Deer,23-5,16,6,0,22,72.727,72.727,
14,0.900,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
14,0.900,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
14,0.900,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
14,0.900,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
14,0.900,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
14,0.900,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
14,0.900,Human UTI,16-23,73,66,0,139,52.518,52.518,
14,0.900,Human UTI,23-5,98,43,0,141,69.504,69.504,
14,0.900,unknown,16-23,0,11,0,11,0.000,0.000,
14,0.900,unknown,23-5,0,11,0,11,0.000,0.000,
14,0.900,SLO Creek Water,16-23,0,873,3,876,0.000,0.000,
14,0.900,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
14,0.900,Pig/Swine,16-23,4,22,0,26,15.385,15.385,
14,0.900,Pig/Swine,23-5,7,18,0,25,28.000,28.000,
14,0.900,Klebsiella,16-23,0,0,0,0,NaN,NaN,
14,0.900,Klebsiella,23-5,0,0,0,0,NaN,NaN,
14,0.900,Hu Cw and Dg,16-23,20,10,0,30,66.667,66.667,
14,0.900,Hu Cw and Dg,23-5,14,16,0,30,46.667,46.667,
14,0.900,Ground Squirrel,16-23,75,99,0,174,43.103,43.103,
14,0.900,Ground Squirrel,23-5,79,98,0,177,44.633,44.633,
14,0.900,Opossum,16-23,0,6,0,6,0.000,0.000,
14,0.900,Opossum,23-5,0,6,0,6,0.000,0.000,
14,0.900,Cow,16-23,1542,247,0,1789,86.193,86.193,
14,0.900,Cow,23-5,1501,278,0,1779,84.373,84.373,
14,0.900,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
14,0.900,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
14,0.900,OVERALL,16-23,3680,2664,4,6348,58.008,57.971,
14,0.900,OVERALL,23-5,4263,3339,8,7610,56.077,56.018,
14,0.950,Chicken,16-23,0,40,0,40,0.000,0.000,
14,0.950,Chicken,23-5,5,37,0,42,11.905,11.905,
14,0.950,Sea Lion,16-23,0,2,0,2,0.000,0.000,
14,0.950,Sea Lion,23-5,0,4,0,4,0.000,0.000,
14,0.950,Hu and Cw,16-23,21,9,0,30,70.000,70.000,
14,0.950,Hu and Cw,23-5,14,16,0,30,46.667,46.667,
14,0.950,Sheep,16-23,44,60,0,104,42.308,42.308,
14,0.950,Sheep,23-5,54,43,1,98,55.670,55.102,
14,0.950,Hu and Dg,16-23,22,10,0,32,68.750,68.750,
14,0.950,Hu and Dg,23-5,19,11,0,30,63.333,63.333,
14,0.950,Common Loon,16-23,0,2,0,2,0.000,0.000,
14,0.950,Common Loon,23-5,0,2,0,2,0.000,0.000,
14,0.950,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.950,Red-Winged Blackbird,23-5,0,2,0,2,0.000,0.000,
14,0.950,Cw,16-23,17,13,0,30,56.667,56.667,
14,0.950,Cw,23-5,22,8,0,30,73.333,73.333,
14,0.950,Cliff Sparrow,16-23,0,28,0,28,0.000,0.000,
14,0.950,Cliff Sparrow,23-5,0,29,0,29,0.000,0.000,
14,0.950,Pig,16-23,4,33,0,37,10.811,10.811,
14,0.950,Pig,23-5,1,33,0,34,2.941,2.941,
14,0.950,Barn Owl,16-23,0,0,0,0,NaN,NaN,
14,0.950,Barn Owl,23-5,0,2,0,2,0.000,0.000,
14,0.950,Wild Pig,16-23,1,16,0,17,5.882,5.882,
14,0.950,Wild Pig,23-5,0,10,0,10,0.000,0.000,
14,0.950,Pennington Creek Water,16-23,0,341,4,345,0.000,0.000,
14,0.950,Pennington Creek Water,23-5,0,454,11,465,0.000,0.000,
14,0.950,Guinni,16-23,0,0,0,0,NaN,NaN,
14,0.950,Guinni,23-5,0,2,0,2,0.000,0.000,
14,0.950,Racoon,16-23,0,2,0,2,0.000,0.000,
14,0.950,Racoon,23-5,0,3,0,3,0.000,0.000,
14,0.950,Hu,16-23,23,6,0,29,79.310,79.310,
14,0.950,Hu,23-5,19,12,0,31,61.290,61.290,
14,0.950,Cw and Dg,16-23,9,21,0,30,30.000,30.000,
14,0.950,Cw and Dg,23-5,19,11,0,30,63.333,63.333,
14,0.950,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
14,0.950,Red Wind Blackbird,23-5,0,2,0,2,0.000,0.000,
14,0.950,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
14,0.950,Tree Swallow,23-5,0,2,0,2,0.000,0.000,
14,0.950,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
14,0.950,Turkey Vulture,23-5,0,3,0,3,0.000,0.000,
14,0.950,Dg,16-23,7,23,0,30,23.333,23.333,
14,0.950,Dg,23-5,27,3,0,30,90.000,90.000,
14,0.950,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
14,0.950,Western Kingbird,23-5,0,2,0,2,0.000,0.000,
14,0.950,White Crowned Sparrow,16-23,0,15,0,15,0.000,0.000,
14,0.950,White Crowned Sparrow,23-5,0,15,0,15,0.000,0.000,
14,0.950,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.950,Eared Grebe,23-5,0,4,0,4,0.000,0.000,
14,0.950,cougar,16-23,0,1,0,1,0.000,0.000,
14,0.950,cougar,23-5,0,1,0,1,0.000,0.000,
14,0.950,Ocean Water,16-23,0,0,0,0,NaN,NaN,
14,0.950,Ocean Water,23-5,0,10,0,10,0.000,0.000,
14,0.950,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
14,0.950,Red Tailed Hawk,23-5,0,3,0,3,0.000,0.000,
14,0.950,Dog,16-23,52,86,0,138,37.681,37.681,
14,0.950,Dog,23-5,84,105,0,189,44.444,44.444,
14,0.950,Human,16-23,1676,200,0,1876,89.339,89.339,
14,0.950,Human,23-5,2137,188,2,2327,91.914,91.835,
14,0.950,Wild Turkey,16-23,1,45,0,46,2.174,2.174,
14,0.950,Wild Turkey,23-5,0,39,0,39,0.000,0.000,
14,0.950,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
14,0.950,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
14,0.950,Seagull,16-23,0,0,0,0,NaN,NaN,
14,0.950,Seagull,23-5,3,64,0,67,4.478,4.478,
14,0.950,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
14,0.950,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
14,0.950,Pigeon,16-23,22,218,0,240,9.167,9.167,
14,0.950,Pigeon,23-5,65,225,1,291,22.414,22.337,
14,0.950,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
14,0.950,Pacific Ocean Water,23-5,0,49,1,50,0.000,0.000,
14,0.950,Cat,16-23,16,37,0,53,30.189,30.189,
14,0.950,Cat,23-5,16,47,0,63,25.397,25.397,
14,0.950,Horse,16-23,5,41,0,46,10.870,10.870,
14,0.950,Horse,23-5,20,67,0,87,22.989,22.989,
14,0.950,orangutan,16-23,0,1,0,1,0.000,0.000,
14,0.950,orangutan,23-5,0,1,0,1,0.000,0.000,
14,0.950,Bat,16-23,36,1,0,37,97.297,97.297,
14,0.950,Bat,23-5,37,1,0,38,97.368,97.368,
14,0.950,Deer,16-23,11,10,0,21,52.381,52.381,
14,0.950,Deer,23-5,16,6,0,22,72.727,72.727,
14,0.950,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
14,0.950,Great Horned Owl,23-5,0,7,0,7,0.000,0.000,
14,0.950,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
14,0.950,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
14,0.950,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
14,0.950,Unknown Avian,23-5,0,2,0,2,0.000,0.000,
14,0.950,Human UTI,16-23,76,63,0,139,54.676,54.676,
14,0.950,Human UTI,23-5,97,43,1,141,69.286,68.794,
14,0.950,unknown,16-23,0,11,0,11,0.000,0.000,
14,0.950,unknown,23-5,0,11,0,11,0.000,0.000,
14,0.950,SLO Creek Water,16-23,0,860,16,876,0.000,0.000,
14,0.950,SLO Creek Water,23-5,0,1328,4,1332,0.000,0.000,
14,0.950,Pig/Swine,16-23,4,22,0,26,15.385,15.385,
14,0.950,Pig/Swine,23-5,7,18,0,25,28.000,28.000,
14,0.950,Klebsiella,16-23,0,0,0,0,NaN,NaN,
14,0.950,Klebsiella,23-5,0,0,0,0,NaN,NaN,
14,0.950,Hu Cw and Dg,16-23,20,10,0,30,66.667,66.667,
14,0.950,Hu Cw and Dg,23-5,14,16,0,30,46.667,46.667,
14,0.950,Ground Squirrel,16-23,75,98,1,174,43.353,43.103,
14,0.950,Ground Squirrel,23-5,79,98,0,177,44.633,44.633,
14,0.950,Opossum,16-23,0,6,0,6,0.000,0.000,
14,0.950,Opossum,23-5,0,6,0,6,0.000,0.000,
14,0.950,Cow,16-23,1545,244,0,1789,86.361,86.361,
14,0.950,Cow,23-5,1500,278,1,1779,84.364,84.317,
14,0.950,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
14,0.950,Deer Mouse,23-5,0,2,0,2,0.000,0.000,
